task_id,passed,avg_cyclomatic_complexity,max_cyclomatic_complexity,style_score,efficiency_score,loc_score,functional_correctness,overall_score
HumanEval/67,False,1.0,1.0,0.0,,0.92,0.0,0.29200000000000004
HumanEval/68,False,,,0.0,,0.86,0.0,0.08600000000000001
HumanEval/69,False,,,0.0,,0.6799999999999999,0.0,0.06799999999999999
HumanEval/70,False,0.9,0.9,0.0,0.9999974568684896,0.6799999999999999,0.0,0.347999745686849
HumanEval/71,False,0.75,0.6,0.0,0.9999972184499105,0.86,0.0,0.3359997218449911
HumanEval/72,False,,,0.0,,0.94,0.0,0.094
HumanEval/73,False,0.9,0.9,0.0,0.9999974568684896,0.84,0.0,0.363999745686849
HumanEval/74,False,,,0.0,,0.42000000000000004,0.0,0.04200000000000001
HumanEval/75,False,0.7,0.5,0.0,0.9999974568684896,0.62,0.0,0.30199974568684895
HumanEval/76,False,,,0.0,,0.86,0.0,0.08600000000000001
HumanEval/77,False,,,0.0,,0.78,0.0,0.07800000000000001
HumanEval/78,False,,,0.0,,0.5,0.0,0.05
HumanEval/79,False,,,0.0,,0.42000000000000004,0.0,0.04200000000000001
HumanEval/80,False,0.9,0.9,0.0,0.9999974568684896,0.72,0.0,0.351999745686849
HumanEval/81,False,,,0.0,,0.56,0.0,0.05600000000000001
HumanEval/82,False,0.65,0.6,0.6923076923076923,0.9999975363413492,0.6799999999999999,0.0,0.4364612920956734
HumanEval/83,False,1.0,1.0,0.0,,0.92,0.0,0.29200000000000004
HumanEval/84,False,0.8,0.8,0.0,0.9999913374582926,0.62,0.0,0.3219991337458293
HumanEval/85,False,0.7,0.7,0.6666666666666667,0.9999934037526449,0.8,0.0,0.4533326737085978
HumanEval/86,False,,,0.0,,0.19999999999999996,0.0,0.019999999999999997
HumanEval/87,False,,,0.0,,0.18000000000000005,0.0,0.018000000000000006
HumanEval/88,False,0.9,0.9,0.0,0.9999951521555582,0.6799999999999999,0.0,0.3479995152155559
HumanEval/89,False,0.9,0.9,0.0,0.9999961853027344,0.5800000000000001,0.0,0.33799961853027344
HumanEval/90,False,,,0.0,,0.88,0.0,0.08800000000000001
HumanEval/91,False,0.6,0.6,0.0,0.9999946753184,0.45999999999999996,0.0,0.26599946753184
HumanEval/92,False,0.9,0.9,0.0,0.9999954700469971,0.8,0.0,0.35999954700469977
HumanEval/93,False,,,0.0,,0.62,0.0,0.062
HumanEval/94,False,0.9,0.9,0.0,0.9999959468841553,0.76,0.0,0.3559995946884156
HumanEval/95,False,,,0.0,,0.45999999999999996,0.0,0.046
HumanEval/96,False,0.44999999999999996,0.4,0.0,,0.76,0.0,0.166
HumanEval/97,False,,,0.0,,0.78,0.0,0.07800000000000001
HumanEval/98,False,0.9,0.9,0.0,0.9999969005584717,0.86,0.0,0.3659996900558472
HumanEval/99,False,0.7,0.7,0.33333333333333337,0.9999972184499105,0.6799999999999999,0.0,0.37466638851165773
HumanEval/100,False,0.8,0.8,0.0,0.999996026357015,0.64,0.0,0.32399960263570154
HumanEval/101,False,,,0.0,,0.86,0.0,0.08600000000000001
HumanEval/102,False,0.4,0.4,0.36363636363636365,0.9999964237213135,0.76,0.0,0.32872691509940416
HumanEval/103,False,,,0.0,,0.5800000000000001,0.0,0.05800000000000001
HumanEval/104,False,0.9,0.9,0.0,0.9999972979227701,0.8,0.0,0.35999972979227707
HumanEval/105,False,,,0.0,,0.64,0.0,0.064
HumanEval/106,False,0.8,0.8,0.0,,0.86,0.0,0.24600000000000005
HumanEval/107,False,,,0.0,,0.86,0.0,0.08600000000000001
HumanEval/108,False,,,0.0,,0.84,0.0,0.084
HumanEval/109,False,0.4,0.4,0.0,0.9999974568684896,0.4,0.0,0.219999745686849
HumanEval/110,False,,,0.0,,0.8200000000000001,0.0,0.08200000000000002
HumanEval/111,False,,,0.0,,0.56,0.0,0.05600000000000001
HumanEval/112,False,0.35,0.30000000000000004,0.0,,0.5,0.0,0.12
HumanEval/113,False,0.9,0.9,0.0,0.9999963442484537,0.8,0.0,0.35999963442484545
HumanEval/114,False,0.6,0.5,0.0,,0.48,0.0,0.16799999999999998
HumanEval/115,False,0.9,0.9,0.0,0.9999961853027344,0.52,0.0,0.33199961853027343
HumanEval/116,False,,,0.0,,0.78,0.0,0.07800000000000001
HumanEval/117,False,0.19999999999999996,0.19999999999999996,0.4,,0.28,0.0,0.14800000000000002
HumanEval/118,False,,,0.0,,0.7,0.0,0.06999999999999999
HumanEval/119,False,,,0.0,,0.74,0.0,0.074
HumanEval/120,False,0.9,0.9,0.0,0.9999953905741373,0.72,0.0,0.35199953905741377
HumanEval/121,False,0.9,0.9,0.0,0.9999963442484537,0.84,0.0,0.36399963442484545
HumanEval/122,False,0.6,0.6,0.0,,0.76,0.0,0.196
HumanEval/123,False,0.6,0.6,0.125,0.9999971389770508,0.7,0.0,0.3149997138977051
HumanEval/124,False,0.7666666666666666,0.7,0.0,,0.7,0.0,0.22333333333333333
HumanEval/125,False,,,0.0,,0.84,0.0,0.084
HumanEval/126,False,0.8,0.6,0.0,0.9999763170878092,0.6599999999999999,0.0,0.325997631708781
HumanEval/127,False,0.8333333333333333,0.8,0.0,,0.45999999999999996,0.0,0.21266666666666667
HumanEval/128,False,0.9,0.9,0.0,0.9999961058298746,0.8,0.0,0.3599996105829875
HumanEval/129,False,0.9,0.9,0.36363636363636365,0.9999965031941732,0.45999999999999996,0.0,0.39872692304669005
HumanEval/130,False,,,0.0,,0.86,0.0,0.08600000000000001
HumanEval/131,False,0.7,0.7,0.0,0.9999975363413492,0.7,0.0,0.3099997536341349
HumanEval/132,False,,,0.0,,0.8200000000000001,0.0,0.08200000000000002
HumanEval/133,False,0.7333333333333334,0.6,0.0,,0.48,0.0,0.1946666666666667
HumanEval/134,False,0.8,0.8,0.0,0.9999964237213135,0.94,0.0,0.35399964237213133
HumanEval/135,False,0.9,0.9,0.0,0.999996026357015,0.72,0.0,0.35199960263570157
HumanEval/136,False,0.9,0.9,0.0,0.9999979337056478,0.78,0.0,0.3579997933705648
HumanEval/137,False,0.9,0.9,0.0,0.9999973773956299,0.78,0.0,0.357999737739563
HumanEval/138,False,0.8,0.7,0.6428571428571429,0.9999976952870687,0.5800000000000001,0.0,0.44657119810013546
HumanEval/139,False,,,0.0,,0.72,0.0,0.072
HumanEval/140,False,0.8,0.7,0.25,0.9999973773956299,0.64,0.0,0.373999737739563
HumanEval/141,False,0.6666666666666666,0.5,0.35416666666666663,,0.0,0.0,0.20416666666666666
HumanEval/142,False,0.7,0.7,0.0,,0.6599999999999999,0.0,0.20599999999999996
HumanEval/143,False,,,0.0,,0.72,0.0,0.072
HumanEval/144,False,,,0.0,,0.62,0.0,0.062
HumanEval/145,False,0.7,0.7,0.0,,0.84,0.0,0.22399999999999998
HumanEval/146,False,0.6,0.6,0.0,0.99997878074646,0.78,0.0,0.297997878074646
HumanEval/147,False,,,0.0,,0.9,0.0,0.09000000000000001
HumanEval/148,False,,,0.0,,0.0,0.0,0.0
HumanEval/149,False,0.30000000000000004,0.30000000000000004,0.0,0.9999972184499105,0.76,0.0,0.23599972184499107
HumanEval/150,False,0.9,0.9,0.0,0.9999971389770508,0.84,0.0,0.36399971389770513
HumanEval/151,False,0.9,0.9,0.0,0.9999983310699463,0.8200000000000001,0.0,0.3619998331069947
HumanEval/152,False,,,0.0,,0.16000000000000003,0.0,0.016000000000000004
HumanEval/153,False,,,0.0,,0.33999999999999997,0.0,0.033999999999999996
HumanEval/154,False,0.9,0.9,0.0,0.9999965826670328,0.78,0.0,0.3579996582667033
HumanEval/155,False,,,0.0,,0.6799999999999999,0.0,0.06799999999999999
HumanEval/156,False,0.9,0.9,0.0,0.9999980131785074,0.74,0.0,0.35399980131785075
HumanEval/157,False,,,0.0,,0.84,0.0,0.084
HumanEval/158,False,0.30000000000000004,0.30000000000000004,0.0,0.9999982515970866,0.94,0.0,0.25399982515970865
HumanEval/159,False,0.9,0.9,0.0,0.999997615814209,0.5,0.0,0.3299997615814209
HumanEval/160,False,0.9,0.9,0.0,,0.74,0.0,0.254
HumanEval/161,False,,,0.0,,0.8,0.0,0.08000000000000002
HumanEval/162,False,0.7,0.7,0.33333333333333337,0.9999969800313314,0.7,0.0,0.3766663646697998
HumanEval/163,False,0.9,0.9,0.0,0.9999977747599283,0.8200000000000001,0.0,0.3619997774759929
