task_id,passed,avg_cyclomatic_complexity,max_cyclomatic_complexity,style_score,efficiency_score,loc_score,functional_correctness,overall_score
HumanEval/85,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/86,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/87,False,0.30000000000000004,0.30000000000000004,0.6,0.9999985694885254,0.8,0.0,0.35999985694885256
HumanEval/88,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/89,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/90,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/91,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/92,True,0.4,0.4,0.0,0.9999982515970866,0.96,1.0,0.6759998251597087
HumanEval/93,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/94,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/95,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/96,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/97,True,0.9,0.9,0.0,0.9999987284342448,0.96,1.0,0.7759998728434245
HumanEval/98,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/99,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/100,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/101,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/102,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/103,False,0.7,0.7,0.0,0.9999984900156657,0.78,0.0,0.3179998490015666
HumanEval/104,False,0.6,0.6,0.0,0.9999988079071045,0.96,0.0,0.31599988079071045
HumanEval/105,False,0.5,0.5,0.25,0.9999986489613851,0.92,0.0,0.34199986489613854
HumanEval/106,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/107,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/108,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/109,False,0.7,0.7,0.5,0.9999986489613851,0.8200000000000001,0.0,0.42199986489613855
HumanEval/110,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/111,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/112,False,,,0.0,,0.94,0.0,0.094
HumanEval/113,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/114,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/115,False,,,0.0,,0.78,0.0,0.07800000000000001
HumanEval/116,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/117,False,0.5,0.5,0.5833333333333333,0.9999985694885254,0.76,0.0,0.39266652361551924
HumanEval/118,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/119,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/120,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/121,False,0.6,0.6,0.0,0.9999988873799642,0.96,0.0,0.31599988873799645
HumanEval/122,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/123,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/124,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/125,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/126,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/127,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/128,False,0.7,0.7,0.6666666666666667,0.9999987284342448,0.8200000000000001,0.0,0.4553332061767578
HumanEval/129,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/130,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/131,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/132,False,0.5,0.5,0.7,0.9999988873799642,0.8,0.0,0.41999988873799643
HumanEval/133,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/134,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/135,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/136,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/137,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/138,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/139,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/140,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/141,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/142,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/143,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/144,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/145,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/146,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/147,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/148,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/149,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/150,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/151,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/152,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/153,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/154,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/155,False,0.7,0.7,0.6666666666666667,0.9999988079071045,0.8,0.0,0.45333321412404376
HumanEval/156,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/157,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/158,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/159,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/160,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/161,False,,,0.0,,0.92,0.0,0.09200000000000001
HumanEval/162,True,0.8,0.8,0.4,0.9999988079071045,0.9,1.0,0.8299998807907105
HumanEval/163,False,,,0.0,,0.92,0.0,0.09200000000000001
